sample_id,time_s,step_id,pose_x_m,pose_y_m,pose_theta_deg,gt_x_m,gt_y_m,localization_error_m,path_length_m,coverage_percent,coverage_cleaned_cells,coverage_total_cells,uncleaned_cells,frontier_cells,gray_gap_cells,gray_gap_components,planner_intent,planner_mode,navigation_phase,nav_state,owner_source,control_owner,route_active,route_kind,route_len_cells,route_cost_m,route_status,map_mature,known_map_active,dock_completed,raw_obstacle_cells,actual_obstacle_cells,no_go_cells,hypothesis_obstacle_cells,contact_obstacle_cells,structural_obstacle_cells,thin_obstacle_cells,weak_unconfirmed_obstacle_cells,gt_obstacle_cells,false_occupied_cells,false_free_cells,false_occupied_ratio,obstacle_precision,obstacle_recall,quality_ok,quality_debug,loop_ms,planner_ms,planner_nodes,load_shedding,bumper_active,low_obstacle_debug,bumper_events,recovery_events,route_abort_events,known_wait_events,low_obstacle_marks
112,114.72,3584,8.14068,0.0696877,-90.7474,4.01682,2.81949,0.00386029,8.51136,27.7907,24520,88231,63711,15412,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.675653,wavefront frontier cost=0.68m len=5 score=99.8 comp=0 fp=921/0.02 cont=0.0 wall=0.0 seg=point geom first=22deg corne commitType=frontier intent=EXPAND_MAP fr=154 exploreRoute=frontier-only cost=2. noise=cache18:obs-0/ defer=5 plan=170ms/250,0,0,0,,,,,,,,,,,,,,,,,101.695,170.111,250,load=shed loop=102 ema=60,0,lowObs=idle,0,2,0,0,0
113,115.744,3616,8.13942,-0.02715,-90.7474,4.01556,2.72263,0.003862,8.6082,27.7907,24520,88231,63711,15412,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.675653,wavefront frontier cost=0.68m len=5 score=99.8 comp=0 fp=921/0.02 cont=0.0 wall=0.0 seg=point geom first=22deg corne commitType=frontier intent=EXPAND_MAP fr=154 exploreRoute=frontier-only cost=2. noise=cache18:obs-0/ defer=5 plan=170ms/250,0,0,0,,,,,,,,,,,,,,,,,80.9022,170.111,250,load=shed loop=81 ema=52,0,lowObs=idle,0,2,0,0,0
114,116.768,3648,8.13794,-0.123984,-91.4973,4.01409,2.62577,0.00385701,8.70505,27.5594,24532,89015,64483,14757,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.675653,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=26deg corne commitType=frontier intent=EXPAND_MAP fr=147 exploreRoute=frontier-only cost=1. noise=cache50:obs-0/ defer=0 plan=176ms/2467,0,0,0,,,,,,,,,,,,,,,,,117.699,175.715,2467,load=shed loop=118 ema=80,0,lowObs=idle,0,2,0,0,0
115,117.792,3680,8.13781,-0.195888,-89.1835,4.01394,2.55428,0.00386829,8.77696,27.3824,24904,90949,66045,13414,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=26deg corne commitType=frontier intent=EXPAND_MAP fr=134 exploreRoute=frontier-only cost=2. noise=cache11:obs-0/ defer=0 plan=76ms/536,0,0,0,36,36,39,0,0,36,0,0,401,16,362,0.444444,0.555556,0.0972569,1,quality_gate=n/a,71.4692,76.3164,536,load=shed loop=71 ema=74,0,lowObs=idle,0,2,0,0,0
116,118.816,3712,8.13749,-0.275292,-90.7717,4.01364,2.47511,0.00386977,8.85637,27.3824,24904,90949,66045,13414,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510454,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=134 exploreRoute=frontier-only cost=1. noise=cache28:obs-0/ defer=0 plan=170ms/462,0,0,0,,,,,,,,,,,,,,,,,78.1486,169.885,462,load=shed loop=78 ema=50,0,lowObs=idle,0,2,0,0,0
117,119.84,3744,8.13459,-0.372088,-92.8773,4.01074,2.37828,0.00386175,8.95321,27.3824,24904,90949,66045,13414,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510454,wavefront frontier cost=0.51m len=4 score=102.1 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=134 exploreRoute=frontier-only cost=1. noise=cache28:obs-0/ defer=0 plan=170ms/462,0,0,0,,,,,,,,,,,,,,,,,117.69,169.885,462,load=shed loop=118 ema=57,0,lowObs=idle,0,2,0,0,0
118,120.864,3776,8.13327,-0.396263,-91.9756,4.0094,2.3541,0.00387095,8.97743,27.7809,25457,91635,66178,13020,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.5 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=130 exploreRoute=frontier-only cost=1. noise=cache19:obs-0/ defer=0 plan=207ms/9001,0,0,0,,,,,,,,,,,,,,,,,101.003,206.575,9001,load=shed loop=101 ema=67,0,lowObs=idle,0,2,0,0,0
119,121.888,3808,8.13353,-0.434275,-89.771,4.00968,2.31626,0.00388333,9.01544,27.7809,25457,91635,66178,13020,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=130 exploreRoute=frontier-only cost=1. noise=cache57:obs-0/ defer=0 plan=132ms/9001,0,0,0,,,,,,,,,,,,,,,,,103.043,131.517,9001,load=shed loop=103 ema=61,0,lowObs=idle,0,2,0,0,0
120,122.912,3840,8.13225,-0.531107,-91.8764,4.0084,2.2194,0.0038733,9.11228,27.7809,25457,91635,66178,13020,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=130 exploreRoute=frontier-only cost=1. noise=cache57:obs-0/ defer=0 plan=132ms/9001,0,0,0,36,36,39,0,0,36,0,0,401,16,362,0.444444,0.555556,0.0972569,1,quality_gate=n/a,203.058,131.517,9001,load=shed loop=203 ema=71,0,lowObs=idle,0,2,0,0,0
121,123.936,3872,8.13106,-0.607245,-89.1419,4.0072,2.14343,0.00391174,9.18846,27.4778,25667,93410,67743,16475,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.5 comp=0 fp=937/-0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=164 exploreRoute=frontier-only cost=1. noise=cache50:obs-0/ defer=0 plan=171ms/800,0,0,0,,,,,,,,,,,,,,,,,101.772,171.445,800,load=shed loop=102 ema=54,0,lowObs=idle,0,2,0,0,0
122,124.96,3904,8.13087,-0.626925,-94.2279,4.00701,2.12379,0.00392049,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,,,,,,,,,,,,,,,,,58.9762,80.5705,705,load=shed loop=59 ema=28,0,lowObs=idle,0,2,0,0,0
123,125.984,3936,8.13087,-0.626925,-109.739,4.00699,2.12378,0.00393747,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,,,,,,,,,,,,,,,,,60.3821,80.5705,705,load=shed loop=60 ema=28,0,lowObs=idle,0,2,0,0,0
124,127.008,3968,8.13087,-0.626925,-118.081,4.00698,2.12378,0.00394809,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,,,,,,,,,,,,,,,,,58.51,80.5705,705,load=shed loop=59 ema=33,0,lowObs=idle,0,2,0,0,0
125,128.032,4000,8.13087,-0.626924,-111.231,4.00699,2.12378,0.00393976,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,36,36,39,0,0,36,0,0,434,16,395,0.444444,0.555556,0.0898618,1,quality_gate=n/a,91.1111,80.5705,705,load=shed loop=91 ema=34,0,lowObs=idle,0,2,0,0,0
126,129.056,4032,8.13087,-0.626925,-91.8966,4.00701,2.12377,0.00391431,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,SCAN_AROUND,frontier-hold,SCAN_AROUND:active RGB-D scan: t=5.8s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,,,,,,,,,,,,,,,,,84.3447,80.5705,705,load=shed loop=84 ema=32,0,lowObs=idle,0,2,0,0,0
127,130.08,4064,8.13087,-0.626925,-73.978,4.00704,2.12376,0.00388907,9.20814,27.6088,26227,94995,68768,14918,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,NONE:scan finished: tim t=0.0s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.00m len=7 score=81.9 comp=0 fp=379/0.60 cont=0.0 wall=0.0 seg=point geom first=103deg corn commitType=frontier intent=EXPAND_MAP fr=149 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/9 defer=61 plan=81ms/705,0,0,0,,,,,,,,,,,,,,,,,59.461,80.5705,705,load=shed loop=59 ema=31,0,lowObs=idle,0,2,0,0,0
128,131.104,4096,8.13087,-0.626925,-83.4919,4.00702,2.12376,0.003901,9.20814,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,GRID_REALIGN,fallback,GRID_REALIGN:hard-core heading  t=2.2s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.4 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=177deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache41:obs-0/ defer=62 plan=181ms/2657,0,0,0,,,,,,,,,,,,,,,,,112.86,180.62,2657,load=shed loop=113 ema=38,0,lowObs=idle,0,2,0,0,0
129,132.128,4128,8.13087,-0.626925,-88.007,4.00702,2.12376,0.00390685,9.20814,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.4 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=177deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache41:obs-0/ defer=62 plan=181ms/2657,0,0,0,,,,,,,,,,,,,,,,,121.544,180.62,2657,load=shed loop=122 ema=61,0,lowObs=idle,0,2,0,0,0
130,133.152,4160,8.13059,-0.660218,-90.7197,4.00673,2.09066,0.00394234,9.24143,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,36,36,39,0,0,36,0,0,434,16,395,0.444444,0.555556,0.0898618,1,quality_gate=n/a,129.39,182.204,722,load=shed loop=129 ema=53,0,lowObs=idle,0,2,0,0,0
131,134.176,4192,8.12907,-0.775346,-90.7578,4.00522,1.97546,0.00393282,9.35657,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,106.43,182.204,722,load=shed loop=106 ema=50,0,lowObs=idle,0,2,0,0,0
132,135.2,4224,8.12755,-0.890751,-90.7578,4.00369,1.86001,0.00392522,9.47199,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,109.596,182.204,722,load=shed loop=110 ema=49,0,lowObs=idle,0,2,0,0,0
133,136.224,4256,8.12583,-1.02047,-90.7578,4.00197,1.73023,0.00391516,9.60172,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,130.284,182.204,722,load=shed loop=130 ema=53,0,lowObs=idle,0,2,0,0,0
134,137.248,4288,8.12408,-1.15275,-90.7578,4.00022,1.59789,0.00390542,9.73401,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,104.375,182.204,722,load=shed loop=104 ema=49,0,lowObs=idle,0,2,0,0,0
135,138.272,4320,8.12233,-1.28503,-90.7578,3.99847,1.46555,0.00389667,9.8663,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,37,37,40,0,0,37,0,0,434,17,395,0.459459,0.540541,0.0898618,1,quality_gate=n/a,184.879,182.204,722,load=shed loop=185 ema=64,0,lowObs=idle,0,2,0,0,0
136,139.296,4352,8.12058,-1.41731,-90.7578,3.99672,1.33321,0.0038889,9.99859,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,104.918,182.204,722,load=shed loop=105 ema=54,0,lowObs=idle,0,2,0,0,0
137,140.32,4384,8.11883,-1.54959,-90.7578,3.99497,1.20087,0.00388212,10.1309,27.2451,26297,96520,70223,16219,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.83m len=6 score=81.7 comp=0 fp=102/0.89 cont=0.0 wall=0.0 seg=point geom first=169deg corn commitType=frontier intent=EXPAND_MAP fr=162 exploreRoute=frontier-only cost=2. noise=cache49:obs-0/ defer=62 plan=182ms/722,0,0,0,,,,,,,,,,,,,,,,,160.469,182.204,722,load=shed loop=160 ema=63,0,lowObs=idle,0,2,0,0,0
138,141.344,4416,8.1171,-1.68076,-90.7578,3.99323,1.0696,0.00387362,10.2621,27.0493,29028,107315,78287,16594,129,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.674112,wavefront frontier cost=0.67m len=5 score=99.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=165 exploreRoute=frontier-only cost=2. noise=cache31:obs-0/ defer=63 plan=225ms/9001,0,0,0,,,,,,,,,,,,,,,,,136.142,225.386,9001,load=shed loop=136 ema=188,0,lowObs=idle,0,2,0,0,0
139,142.368,4448,8.11582,-1.77759,-90.7578,3.99195,0.972777,0.00387439,10.3589,27.0493,29028,107315,78287,16594,129,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.674112,wavefront frontier cost=0.67m len=5 score=99.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=165 exploreRoute=frontier-only cost=2. noise=cache31:obs-0/ defer=63 plan=225ms/9001,0,0,0,,,,,,,,,,,,,,,,,79.1185,225.386,9001,load=shed loop=79 ema=58,0,lowObs=idle,0,2,0,0,0
140,143.392,4480,8.11453,-1.87443,-90.7578,3.99067,0.875915,0.00387254,10.4558,27.0493,29028,107315,78287,16594,129,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.674112,wavefront frontier cost=0.67m len=5 score=99.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=165 exploreRoute=frontier-only cost=2. noise=cache31:obs-0/ defer=63 plan=225ms/9001,0,0,0,41,41,44,0,0,41,0,0,436,19,395,0.463415,0.536585,0.0940367,1,quality_gate=n/a,123.713,225.386,9001,load=shed loop=124 ema=61,0,lowObs=idle,0,2,0,0,0
141,144.416,4512,8.11234,-1.97125,-92.2613,3.98848,0.779073,0.00386347,10.5526,27.0493,29028,107315,78287,16594,129,2,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,5,0.674112,wavefront frontier cost=0.67m len=5 score=99.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=165 exploreRoute=frontier-only cost=2. noise=cache31:obs-0/ defer=63 plan=225ms/9001,0,0,0,,,,,,,,,,,,,,,,,160.573,225.386,9001,load=shed loop=161 ema=68,0,lowObs=idle,0,2,0,0,0
142,145.44,4544,8.10994,-2.01961,-91.9647,3.98607,0.730694,0.003869,10.601,27.1145,30394,112095,81701,17151,1771,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=1.66m len=11 score=192.3 comp=0 fp=776/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=171 exploreRoute=frontier-only cost=2. noise=cache5:obs-1/1 defer=65 plan=193ms/582,0,0,0,,,,,,,,,,,,,,,,,113.098,193.112,582,load=shed loop=113 ema=49,0,lowObs=idle,0,2,0,0,0
143,146.464,4576,8.11,-2.03267,-89.4333,3.98613,0.71787,0.00390119,10.6141,27.1145,30394,112095,81701,17151,1771,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=1.66m len=11 score=192.3 comp=0 fp=776/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=171 exploreRoute=frontier-only cost=2. noise=cache43:obs-1/ defer=65 plan=142ms/9001,0,0,0,,,,,,,,,,,,,,,,,60.8362,141.985,9001,load=shed loop=61 ema=75,0,lowObs=idle,0,2,0,0,0
144,147.488,4608,8.11117,-2.13025,-89.3044,3.98731,0.620204,0.00388052,10.7117,27.1145,30394,112095,81701,17151,1771,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,11,1.66387,wavefront frontier cost=1.66m len=11 score=192.3 comp=0 fp=776/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=171 exploreRoute=frontier-only cost=2. noise=cache43:obs-1/ defer=65 plan=142ms/9001,0,0,0,,,,,,,,,,,,,,,,,159.046,141.985,9001,load=shed loop=159 ema=69,0,lowObs=idle,0,2,0,0,0
145,148.512,4640,8.11235,-2.22709,-89.3044,3.98849,0.523341,0.00387753,10.8085,27.1145,30394,112095,81701,17151,1771,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,11,1.66387,wavefront frontier cost=1.66m len=11 score=192.3 comp=0 fp=776/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=171 exploreRoute=frontier-only cost=2. noise=cache43:obs-1/ defer=65 plan=142ms/9001,0,0,0,74,74,77,0,0,74,0,0,470,19,396,0.256757,0.743243,0.157447,1,quality_gate=n/a,102.686,141.985,9001,load=shed loop=103 ema=62,0,lowObs=idle,0,2,0,0,0
146,149.536,4672,8.11352,-2.32393,-89.3044,3.98966,0.426478,0.00387469,10.9054,27.1145,30394,112095,81701,17151,1771,8,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,11,1.66387,wavefront frontier cost=1.66m len=11 score=192.3 comp=0 fp=776/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=171 exploreRoute=frontier-only cost=2. noise=cache43:obs-1/ defer=65 plan=142ms/9001,0,0,0,,,,,,,,,,,,,,,,,89.7463,141.985,9001,load=shed loop=90 ema=59,0,lowObs=idle,0,2,0,0,0
147,150.56,4704,8.1147,-2.42077,-89.3044,3.99084,0.329614,0.00387199,11.0022,27.1498,31269,115172,83903,17988,436,5,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,11,1.66387,wavefront frontier cost=0.51m len=4 score=102.0 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=179 exploreRoute=frontier-only cost=2. noise=cache16:obs-1/ defer=73 plan=199ms/1105,0,0,0,,,,,,,,,,,,,,,,,201.047,198.714,1105,load=shed loop=201 ema=74,0,lowObs=idle,0,2,0,0,0
148,151.584,4736,8.11572,-2.51761,-89.6055,3.99186,0.23275,0.00386867,11.0991,27.1498,31269,115172,83903,17988,436,5,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,11,1.66387,wavefront frontier cost=0.51m len=4 score=102.0 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=179 exploreRoute=frontier-only cost=2. noise=cache16:obs-1/ defer=73 plan=199ms/1105,0,0,0,,,,,,,,,,,,,,,,,98.642,198.714,1105,load=shed loop=99 ema=76,0,lowObs=idle,0,2,0,0,0
