sample_id,time_s,step_id,pose_x_m,pose_y_m,pose_theta_deg,gt_x_m,gt_y_m,localization_error_m,path_length_m,coverage_percent,coverage_cleaned_cells,coverage_total_cells,uncleaned_cells,frontier_cells,gray_gap_cells,gray_gap_components,planner_intent,planner_mode,navigation_phase,nav_state,owner_source,control_owner,route_active,route_kind,route_len_cells,route_cost_m,route_status,map_mature,known_map_active,dock_completed,raw_obstacle_cells,actual_obstacle_cells,no_go_cells,hypothesis_obstacle_cells,contact_obstacle_cells,structural_obstacle_cells,thin_obstacle_cells,weak_unconfirmed_obstacle_cells,gt_obstacle_cells,false_occupied_cells,false_free_cells,false_occupied_ratio,obstacle_precision,obstacle_recall,quality_ok,quality_debug,loop_ms,planner_ms,planner_nodes,load_shedding,bumper_active,low_obstacle_debug,bumper_events,recovery_events,route_abort_events,known_wait_events,low_obstacle_marks
38,38.944,1216,2.90506,0.0194751,0.407507,-1.22028,2.76945,0.00532822,2.90568,18.5248,7881,42543,34662,10844,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache45:obs-0/ defer=0 plan=94ms/3213,0,0,0,,,,,,,,,,,,,,,,,128.131,93.7386,3213,load=shed loop=128 ema=63,0,lowObs=idle,0,0,0,0,0
39,39.968,1248,3.00186,0.0220828,2.6657,-1.12345,2.77206,0.00530262,3.00252,18.5248,7881,42543,34662,10844,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=102.4 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache45:obs-0/ defer=0 plan=94ms/3213,0,0,0,,,,,,,,,,,,,,,,,130.746,93.7386,3213,load=shed loop=131 ema=55,0,lowObs=idle,0,0,0,0,0
40,40.992,1280,3.08907,0.021339,-0.846774,-1.03638,2.77132,0.00545148,3.08975,18.0887,8126,44923,36797,14682,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=102.2 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=24deg corne commitType=frontier intent=EXPAND_MAP fr=146 exploreRoute=frontier-only cost=3. noise=cache56:obs-0/ defer=0 plan=86ms/682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,101.42,85.7535,682,load=shed loop=101 ema=52,0,lowObs=idle,0,0,0,0,0
41,42.016,1312,3.20912,0.0200891,0.917258,-0.91625,2.77005,0.00536495,3.20981,18.3195,8791,47987,39196,13842,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.509455,wavefront frontier cost=0.51m len=4 score=101.9 comp=0 fp=936/-0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=138 exploreRoute=frontier-only cost=2. noise=obs-0/0 dirty- defer=0 plan=89ms/1727,0,0,0,,,,,,,,,,,,,,,,,76.7297,88.8576,1727,load=shed loop=77 ema=49,0,lowObs=idle,0,0,0,0,0
42,43.04,1344,3.28776,0.0225471,1.96816,-0.837548,2.77253,0.00530702,3.28849,18.3195,8791,47987,39196,13842,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,RGBD_SNAPSHOT,frontier-hold,RGBD_SNAPSHOT:RGB-D snapshot set t=1.4s d=0.00/0.00,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=99.7 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=20deg corne commitType=frontier intent=EXPAND_MAP fr=138 exploreRoute=frontier-only cost=3. noise=cache53:obs-0/ defer=0 plan=199ms/3456,0,0,0,,,,,,,,,,,,,,,,,79.1729,199.25,3456,load=shed loop=79 ema=85,0,lowObs=idle,0,0,0,0,0
43,44.064,1376,3.28776,0.0225471,1.05485,-0.837589,2.77253,0.00534874,3.28849,17.9731,9316,51833,42517,14069,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:row forward after  t=2.2s d=0.00/0.28,0,none,0,-1,wavefront frontier cost=0.51m len=4 score=99.7 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=140 exploreRoute=frontier-only cost=3. noise=cache14:obs-0/ defer=0 plan=125ms/9001,0,0,0,,,,,,,,,,,,,,,,,64.2852,125.465,9001,load=shed loop=64 ema=257,0,lowObs=idle,0,0,0,0,0
44,45.088,1408,3.37808,0.0220632,0.319736,-0.747429,2.77204,0.00549982,3.37881,17.9731,9316,51833,42517,14069,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,frontier-route,ROUTE_COMMIT:route commit: fron t=22.0s d=0.00/0.00,1,frontier,4,0.510924,wavefront frontier cost=0.51m len=4 score=99.7 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=21deg corne commitType=frontier intent=EXPAND_MAP fr=140 exploreRoute=frontier-only cost=3. noise=cache14:obs-0/ defer=0 plan=125ms/9001,0,0,0,,,,,,,,,,,,,,,,,75.8709,125.465,9001,load=shed loop=76 ema=48,0,lowObs=idle,0,0,0,0,0
45,46.112,1440,3.46581,0.0241884,1.51115,-0.659587,2.77417,0.00539247,3.46657,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.68m len=5 score=97.5 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=25deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache8:obs-0/0 defer=0 plan=188ms/358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,quality_gate=n/a,127.415,188.455,358,load=shed loop=127 ema=158,0,lowObs=idle,0,0,0,0,0
46,47.136,1472,3.57122,0.0229111,-0.783273,-0.554401,2.77289,0.00561211,3.57199,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.6 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=27deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache26:obs-0/ defer=0 plan=99ms/1113,0,0,0,,,,,,,,,,,,,,,,,106.753,98.7506,1113,load=shed loop=107 ema=48,0,lowObs=idle,0,0,0,0,0
47,48.16,1504,3.70348,0.0211024,-0.7835,-0.42207,2.77108,0.00554792,3.70427,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,173.36,112.2,6504,load=shed loop=173 ema=68,0,lowObs=idle,0,0,0,0,0
48,49.184,1536,3.83576,0.0192934,-0.783495,-0.28973,2.76927,0.00548562,3.83656,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,123.615,112.2,6504,load=shed loop=124 ema=51,0,lowObs=idle,0,0,0,0,0
49,50.208,1568,3.96804,0.0174845,-0.783498,-0.15739,2.76746,0.00542331,3.96885,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,116.52,112.2,6504,load=shed loop=117 ema=51,0,lowObs=idle,0,0,0,0,0
50,51.232,1600,4.10032,0.0156755,-0.783498,-0.0250507,2.76565,0.00536101,4.10114,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,0,0,0,0,0,0,0,0,105,0,105,0,0,0,1,quality_gate=n/a,120.383,112.2,6504,load=shed loop=120 ema=53,0,lowObs=idle,0,0,0,0,0
51,52.256,1632,4.23259,0.0138666,-0.783495,0.107289,2.76384,0.0052987,4.23343,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,128.401,112.2,6504,load=shed loop=128 ema=53,0,lowObs=idle,0,0,0,0,0
52,53.28,1664,4.36487,0.0120576,-0.7835,0.239629,2.76203,0.0052364,4.36572,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,118.97,112.2,6504,load=shed loop=119 ema=53,0,lowObs=idle,0,0,0,0,0
53,54.304,1696,4.49715,0.0102486,-0.783496,0.371968,2.76022,0.0051741,4.49801,18.2936,9771,53412,43641,12732,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.67m len=5 score=97.7 comp=0 fp=941/-0.00 cont=0.0 wall=0.0 seg=point geom first=23deg corne commitType=frontier intent=EXPAND_MAP fr=127 exploreRoute=frontier-only cost=2. noise=cache44:obs-0/ defer=0 plan=112ms/6504,0,0,0,,,,,,,,,,,,,,,,,103.832,112.2,6504,load=shed loop=104 ema=49,0,lowObs=idle,0,0,0,0,0
54,55.328,1728,4.62943,0.00843969,-0.783497,0.504308,2.75841,0.00511179,4.6303,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,877.125,220.466,391,load=shed loop=877 ema=187,0,lowObs=idle,0,0,0,0,0
55,56.352,1760,4.7617,0.00663074,-0.783499,0.636647,2.7566,0.00504949,4.76259,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,0,0,0,0,0,0,0,0,425,0,425,0,0,0,1,quality_gate=n/a,113.227,220.466,391,load=shed loop=113 ema=52,0,lowObs=idle,0,0,0,0,0
56,57.376,1792,4.89398,0.00482179,-0.783494,0.768987,2.75479,0.00498719,4.89487,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,166.68,220.466,391,load=shed loop=167 ema=60,0,lowObs=idle,0,0,0,0,0
57,58.4,1824,5.02626,0.00301284,-0.783499,0.901327,2.75298,0.00492488,5.02716,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,124.987,220.466,391,load=shed loop=125 ema=55,0,lowObs=idle,0,0,0,0,0
58,59.424,1856,5.15853,0.00120388,-0.783497,1.03367,2.75117,0.00486258,5.15945,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,116.614,220.466,391,load=shed loop=117 ema=52,0,lowObs=idle,0,0,0,0,0
59,60.448,1888,5.29081,-0.000605068,-0.783495,1.16601,2.74936,0.00480028,5.29174,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,108.617,220.466,391,load=shed loop=109 ema=49,0,lowObs=idle,0,0,0,0,0
60,61.472,1920,5.42309,-0.00241402,-0.7835,1.29835,2.74755,0.00473798,5.42403,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,12,12,13,0,0,12,0,0,380,0,368,0,1,0.0315789,1,quality_gate=n/a,131.184,220.466,391,load=shed loop=131 ema=53,0,lowObs=idle,0,0,0,0,0
61,62.496,1952,5.55537,-0.00422298,-0.783495,1.43069,2.74574,0.00467568,5.55632,18.8147,13203,70174,56971,13103,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=927/0.01 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=131 exploreRoute=frontier-only cost=3. noise=cache8:obs-0/0 defer=0 plan=220ms/391,0,0,0,,,,,,,,,,,,,,,,,109.764,220.466,391,load=shed loop=110 ema=54,0,lowObs=idle,0,0,0,0,0
62,63.52,1984,5.68764,-0.00603193,-0.783498,1.56302,2.74393,0.00461338,5.68861,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,115.304,210.487,393,load=shed loop=115 ema=136,0,lowObs=idle,0,0,0,0,0
63,64.544,2016,5.81992,-0.00784088,-0.783498,1.69536,2.74212,0.00455108,5.8209,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,138.778,210.487,393,load=shed loop=139 ema=58,0,lowObs=idle,0,0,0,0,0
64,65.568,2048,5.9522,-0.00964983,-0.783494,1.8277,2.74031,0.00448878,5.95319,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,109.221,210.487,393,load=shed loop=109 ema=49,0,lowObs=idle,0,0,0,0,0
65,66.592,2080,6.08448,-0.0114588,-0.7835,1.96004,2.7385,0.00442648,6.08548,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,19,19,20,0,0,19,0,0,400,1,362,0.0526316,0.947368,0.095,1,quality_gate=n/a,165.798,210.487,393,load=shed loop=166 ema=60,0,lowObs=idle,0,0,0,0,0
66,67.616,2112,6.21675,-0.0132677,-0.783496,2.09238,2.73669,0.00436419,6.21777,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,108.266,210.487,393,load=shed loop=108 ema=49,0,lowObs=idle,0,0,0,0,0
67,68.64,2144,6.34903,-0.0150767,-0.783496,2.22472,2.73488,0.00430189,6.35006,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,111.609,210.487,393,load=shed loop=112 ema=56,0,lowObs=idle,0,0,0,0,0
68,69.664,2176,6.48131,-0.0168856,-0.783499,2.35706,2.73307,0.00423959,6.48235,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,101.204,210.487,393,load=shed loop=101 ema=49,0,lowObs=idle,0,0,0,0,0
69,70.688,2208,6.61358,-0.0186946,-0.783494,2.4894,2.73126,0.0041773,6.61464,19.9276,15863,79603,63740,13236,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.6 comp=0 fp=941/0.00 cont=0.0 wall=0.0 seg=point geom first=105deg corn commitType=frontier intent=EXPAND_MAP fr=132 exploreRoute=frontier-only cost=2. noise=cache46:obs-3/ defer=0 plan=210ms/393,0,0,0,,,,,,,,,,,,,,,,,118.038,210.487,393,load=shed loop=118 ema=51,0,lowObs=idle,0,0,0,0,0
70,71.712,2240,6.74586,-0.0205035,-0.783499,2.62174,2.72945,0.004115,6.74693,22.5066,19436,86357,66921,10896,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.5 comp=0 fp=935/0.01 cont=0.0 wall=0.0 seg=point geom first=106deg corn commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache12:obs-0/ defer=0 plan=225ms/7807,0,0,0,19,19,20,0,0,19,0,0,400,1,362,0.0526316,0.947368,0.095,1,quality_gate=n/a,145.64,225.155,7807,load=shed loop=146 ema=113,0,lowObs=idle,0,0,0,0,0
71,72.736,2272,6.87814,-0.0223125,-0.783497,2.75408,2.72764,0.00405271,6.87922,22.5066,19436,86357,66921,10896,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.5 comp=0 fp=935/0.01 cont=0.0 wall=0.0 seg=point geom first=106deg corn commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache12:obs-0/ defer=0 plan=225ms/7807,0,0,0,,,,,,,,,,,,,,,,,102.017,225.155,7807,load=shed loop=102 ema=51,0,lowObs=idle,0,0,0,0,0
72,73.76,2304,7.01042,-0.0241215,-0.783495,2.88642,2.72583,0.00399041,7.01151,22.5066,19436,86357,66921,10896,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.5 comp=0 fp=935/0.01 cont=0.0 wall=0.0 seg=point geom first=106deg corn commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache12:obs-0/ defer=0 plan=225ms/7807,0,0,0,,,,,,,,,,,,,,,,,107.317,225.155,7807,load=shed loop=107 ema=48,0,lowObs=idle,0,0,0,0,0
73,74.784,2336,7.14269,-0.0259304,-0.7835,3.01876,2.72402,0.00392812,7.1438,22.5066,19436,86357,66921,10896,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.5 comp=0 fp=935/0.01 cont=0.0 wall=0.0 seg=point geom first=106deg corn commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache12:obs-0/ defer=0 plan=225ms/7807,0,0,0,,,,,,,,,,,,,,,,,96.6109,225.155,7807,load=shed loop=97 ema=48,0,lowObs=idle,0,0,0,0,0
74,75.808,2368,7.27497,-0.0277394,-0.783495,3.1511,2.72221,0.00386583,7.27609,22.5066,19436,86357,66921,10896,58,1,EXPAND_MAP,EXPLORATION_FRONTIER,EXPLORE,FORWARD,hybrid-row,ROW_FORWARD:cell fill after ro t=1.1s d=0.00/0.18,0,none,0,-1,wavefront frontier cost=0.50m len=4 score=95.5 comp=0 fp=935/0.01 cont=0.0 wall=0.0 seg=point geom first=106deg corn commitType=frontier intent=EXPAND_MAP fr=108 exploreRoute=frontier-only cost=1. noise=cache12:obs-0/ defer=0 plan=225ms/7807,0,0,0,,,,,,,,,,,,,,,,,162.704,225.155,7807,load=shed loop=163 ema=62,0,lowObs=idle,0,0,0,0,0
